"# Channel 1"
"# Trace 1"
Frequency, Formatted Data, Formatted Data
+7.68750000000E+007, +1.12058508704E+001, +0.00000000000E+000
+7.70000000000E+007, +1.11991250768E+001, +0.00000000000E+000
+7.71250000000E+007, +1.11958498183E+001, +0.00000000000E+000
+7.72500000000E+007, +1.11981665034E+001, +0.00000000000E+000
+7.73750000000E+007, +1.11773450383E+001, +0.00000000000E+000
+7.75000000000E+007, +1.11909398682E+001, +0.00000000000E+000
+7.76250000000E+007, +1.11829941007E+001, +0.00000000000E+000
+7.77500000000E+007, +1.11682007575E+001, +0.00000000000E+000
+7.78750000000E+007, +1.11557663498E+001, +0.00000000000E+000
+7.80000000000E+007, +1.11657200384E+001, +0.00000000000E+000
+7.81250000000E+007, +1.11540704504E+001, +0.00000000000E+000
+7.82500000000E+007, +1.11364900339E+001, +0.00000000000E+000
+7.83750000000E+007, +1.11403387007E+001, +0.00000000000E+000
+7.85000000000E+007, +1.11423152047E+001, +0.00000000000E+000
+7.86250000000E+007, +1.11263721397E+001, +0.00000000000E+000
+7.87500000000E+007, +1.11276417200E+001, +0.00000000000E+000
+7.88750000000E+007, +1.11190266120E+001, +0.00000000000E+000
+7.90000000000E+007, +1.11142999045E+001, +0.00000000000E+000
+7.91250000000E+007, +1.11015195886E+001, +0.00000000000E+000
+7.92500000000E+007, +1.10959636499E+001, +0.00000000000E+000
+7.93750000000E+007, +1.10841755431E+001, +0.00000000000E+000
+7.95000000000E+007, +1.10811967014E+001, +0.00000000000E+000
+7.96250000000E+007, +1.10630992317E+001, +0.00000000000E+000
+7.97500000000E+007, +1.10778934678E+001, +0.00000000000E+000
+7.98750000000E+007, +1.10601002867E+001, +0.00000000000E+000
+8.00000000000E+007, +1.10556718425E+001, +0.00000000000E+000
+8.01250000000E+007, +1.10518949884E+001, +0.00000000000E+000
+8.02500000000E+007, +1.10526184655E+001, +0.00000000000E+000
+8.03750000000E+007, +1.10351652069E+001, +0.00000000000E+000
+8.05000000000E+007, +1.10202257906E+001, +0.00000000000E+000
+8.06250000000E+007, +1.10261910792E+001, +0.00000000000E+000
+8.07500000000E+007, +1.10212089493E+001, +0.00000000000E+000
+8.08750000000E+007, +1.10114396379E+001, +0.00000000000E+000
+8.10000000000E+007, +1.10052885862E+001, +0.00000000000E+000
+8.11250000000E+007, +1.10056304723E+001, +0.00000000000E+000
+8.12500000000E+007, +1.09924954181E+001, +0.00000000000E+000
+8.13750000000E+007, +1.09852907186E+001, +0.00000000000E+000
+8.15000000000E+007, +1.09790948517E+001, +0.00000000000E+000
+8.16250000000E+007, +1.09756729108E+001, +0.00000000000E+000
+8.17500000000E+007, +1.09741803507E+001, +0.00000000000E+000
+8.18750000000E+007, +1.09549066874E+001, +0.00000000000E+000
+8.20000000000E+007, +1.09398899385E+001, +0.00000000000E+000
+8.21250000000E+007, +1.09504291189E+001, +0.00000000000E+000
+8.22500000000E+007, +1.09458734942E+001, +0.00000000000E+000
+8.23750000000E+007, +1.09243761198E+001, +0.00000000000E+000
+8.25000000000E+007, +1.09325373904E+001, +0.00000000000E+000
+8.26250000000E+007, +1.09182433719E+001, +0.00000000000E+000
+8.27500000000E+007, +1.09068118571E+001, +0.00000000000E+000
+8.28750000000E+007, +1.09029238752E+001, +0.00000000000E+000
+8.30000000000E+007, +1.08916015514E+001, +0.00000000000E+000
+8.31250000000E+007, +1.08888480909E+001, +0.00000000000E+000
+8.32500000000E+007, +1.08818281543E+001, +0.00000000000E+000
+8.33750000000E+007, +1.08740278283E+001, +0.00000000000E+000
+8.35000000000E+007, +1.08533076948E+001, +0.00000000000E+000
+8.36250000000E+007, +1.08608876859E+001, +0.00000000000E+000
+8.37500000000E+007, +1.08471259343E+001, +0.00000000000E+000
+8.38750000000E+007, +1.08487018982E+001, +0.00000000000E+000
+8.40000000000E+007, +1.08382483191E+001, +0.00000000000E+000
+8.41250000000E+007, +1.08215871908E+001, +0.00000000000E+000
+8.42500000000E+007, +1.08167160248E+001, +0.00000000000E+000
+8.43750000000E+007, +1.08194197241E+001, +0.00000000000E+000
+8.45000000000E+007, +1.07985990738E+001, +0.00000000000E+000
+8.46250000000E+007, +1.07831804450E+001, +0.00000000000E+000
+8.47500000000E+007, +1.07825965429E+001, +0.00000000000E+000
+8.48750000000E+007, +1.07775774286E+001, +0.00000000000E+000
+8.50000000000E+007, +1.07819105642E+001, +0.00000000000E+000
+8.51250000000E+007, +1.07622783584E+001, +0.00000000000E+000
+8.52500000000E+007, +1.07510549273E+001, +0.00000000000E+000
+8.53750000000E+007, +1.07411876566E+001, +0.00000000000E+000
+8.55000000000E+007, +1.07384814538E+001, +0.00000000000E+000
+8.56250000000E+007, +1.07235089893E+001, +0.00000000000E+000
+8.57500000000E+007, +1.07177326906E+001, +0.00000000000E+000
+8.58750000000E+007, +1.07093654575E+001, +0.00000000000E+000
+8.60000000000E+007, +1.06893622346E+001, +0.00000000000E+000
+8.61250000000E+007, +1.06871734026E+001, +0.00000000000E+000
+8.62500000000E+007, +1.06810151776E+001, +0.00000000000E+000
+8.63750000000E+007, +1.06658896670E+001, +0.00000000000E+000
+8.65000000000E+007, +1.06534407457E+001, +0.00000000000E+000
+8.66250000000E+007, +1.06483575373E+001, +0.00000000000E+000
+8.67500000000E+007, +1.06302273452E+001, +0.00000000000E+000
+8.68750000000E+007, +1.06227379613E+001, +0.00000000000E+000
+8.70000000000E+007, +1.06064305438E+001, +0.00000000000E+000
+8.71250000000E+007, +1.06001620697E+001, +0.00000000000E+000
+8.72500000000E+007, +1.05903536201E+001, +0.00000000000E+000
+8.73750000000E+007, +1.05771150823E+001, +0.00000000000E+000
+8.75000000000E+007, +1.05588239608E+001, +0.00000000000E+000
+8.76250000000E+007, +1.05634909442E+001, +0.00000000000E+000
+8.77500000000E+007, +1.05523939829E+001, +0.00000000000E+000
+8.78750000000E+007, +1.05364200534E+001, +0.00000000000E+000
+8.80000000000E+007, +1.05334112207E+001, +0.00000000000E+000
+8.81250000000E+007, +1.05198014204E+001, +0.00000000000E+000
+8.82500000000E+007, +1.05112306960E+001, +0.00000000000E+000
+8.83750000000E+007, +1.05116703727E+001, +0.00000000000E+000
+8.85000000000E+007, +1.04886241949E+001, +0.00000000000E+000
+8.86250000000E+007, +1.04818920803E+001, +0.00000000000E+000
+8.87500000000E+007, +1.04860588357E+001, +0.00000000000E+000
+8.88750000000E+007, +1.04652248800E+001, +0.00000000000E+000
+8.90000000000E+007, +1.04643388543E+001, +0.00000000000E+000
+8.91250000000E+007, +1.04603541943E+001, +0.00000000000E+000
+8.92500000000E+007, +1.04598348935E+001, +0.00000000000E+000
+8.93750000000E+007, +1.04459959647E+001, +0.00000000000E+000
+8.95000000000E+007, +1.04364378958E+001, +0.00000000000E+000
+8.96250000000E+007, +1.04194593361E+001, +0.00000000000E+000
+8.97500000000E+007, +1.04255727820E+001, +0.00000000000E+000
+8.98750000000E+007, +1.04156675727E+001, +0.00000000000E+000
+9.00000000000E+007, +1.04091984489E+001, +0.00000000000E+000
+9.01250000000E+007, +1.03998745711E+001, +0.00000000000E+000
+9.02500000000E+007, +1.03992127572E+001, +0.00000000000E+000
+9.03750000000E+007, +1.03955257744E+001, +0.00000000000E+000
+9.05000000000E+007, +1.03800578212E+001, +0.00000000000E+000
+9.06250000000E+007, +1.03592610703E+001, +0.00000000000E+000
+9.07500000000E+007, +1.03611832920E+001, +0.00000000000E+000
+9.08750000000E+007, +1.03561992643E+001, +0.00000000000E+000
+9.10000000000E+007, +1.03527094104E+001, +0.00000000000E+000
+9.11250000000E+007, +1.03418368678E+001, +0.00000000000E+000
+9.12500000000E+007, +1.03373752877E+001, +0.00000000000E+000
+9.13750000000E+007, +1.03258622242E+001, +0.00000000000E+000
+9.15000000000E+007, +1.03069830602E+001, +0.00000000000E+000
+9.16250000000E+007, +1.03064809800E+001, +0.00000000000E+000
+9.17500000000E+007, +1.02969547879E+001, +0.00000000000E+000
+9.18750000000E+007, +1.03056949396E+001, +0.00000000000E+000
+9.20000000000E+007, +1.02847373441E+001, +0.00000000000E+000
+9.21250000000E+007, +1.02763618071E+001, +0.00000000000E+000
+9.22500000000E+007, +1.02605650326E+001, +0.00000000000E+000
+9.23750000000E+007, +1.02554317118E+001, +0.00000000000E+000
+9.25000000000E+007, +1.02468979251E+001, +0.00000000000E+000
+9.26250000000E+007, +1.02465761051E+001, +0.00000000000E+000
+9.27500000000E+007, +1.02207193811E+001, +0.00000000000E+000
+9.28750000000E+007, +1.02316413371E+001, +0.00000000000E+000
+9.30000000000E+007, +1.02228750519E+001, +0.00000000000E+000
+9.31250000000E+007, +1.02110558279E+001, +0.00000000000E+000
+9.32500000000E+007, +1.01894959591E+001, +0.00000000000E+000
+9.33750000000E+007, +1.01849384328E+001, +0.00000000000E+000
+9.35000000000E+007, +1.01775878702E+001, +0.00000000000E+000
+9.36250000000E+007, +1.01624652572E+001, +0.00000000000E+000
+9.37500000000E+007, +1.01629516292E+001, +0.00000000000E+000
+9.38750000000E+007, +1.01486008713E+001, +0.00000000000E+000
+9.40000000000E+007, +1.01350247217E+001, +0.00000000000E+000
+9.41250000000E+007, +1.01293193359E+001, +0.00000000000E+000
+9.42500000000E+007, +1.01277572094E+001, +0.00000000000E+000
+9.43750000000E+007, +1.00997527060E+001, +0.00000000000E+000
+9.45000000000E+007, +1.00965028796E+001, +0.00000000000E+000
+9.46250000000E+007, +1.00857834132E+001, +0.00000000000E+000
+9.47500000000E+007, +1.00891901638E+001, +0.00000000000E+000
+9.48750000000E+007, +1.00669532743E+001, +0.00000000000E+000
+9.50000000000E+007, +1.00525579791E+001, +0.00000000000E+000
+9.51250000000E+007, +1.00493458235E+001, +0.00000000000E+000
+9.52500000000E+007, +1.00346354841E+001, +0.00000000000E+000
+9.53750000000E+007, +1.00193901923E+001, +0.00000000000E+000
+9.55000000000E+007, +1.00127421257E+001, +0.00000000000E+000
+9.56250000000E+007, +1.00084457392E+001, +0.00000000000E+000
+9.57500000000E+007, +9.99722510411E+000, +0.00000000000E+000
+9.58750000000E+007, +9.98399141754E+000, +0.00000000000E+000
+9.60000000000E+007, +9.98428471456E+000, +0.00000000000E+000
+9.61250000000E+007, +9.95737753147E+000, +0.00000000000E+000
+9.62500000000E+007, +9.94350025576E+000, +0.00000000000E+000
+9.63750000000E+007, +9.93119430638E+000, +0.00000000000E+000
+9.65000000000E+007, +9.92719508200E+000, +0.00000000000E+000
+9.66250000000E+007, +9.91422716715E+000, +0.00000000000E+000
+9.67500000000E+007, +9.89625691238E+000, +0.00000000000E+000
+9.68750000000E+007, +9.89923543914E+000, +0.00000000000E+000
+9.70000000000E+007, +9.87063745180E+000, +0.00000000000E+000
+9.71250000000E+007, +9.87134883377E+000, +0.00000000000E+000
+9.72500000000E+007, +9.85142206682E+000, +0.00000000000E+000
+9.73750000000E+007, +9.83920074305E+000, +0.00000000000E+000
+9.75000000000E+007, +9.83256439245E+000, +0.00000000000E+000
+9.76250000000E+007, +9.81146169745E+000, +0.00000000000E+000
+9.77500000000E+007, +9.80728863210E+000, +0.00000000000E+000
+9.78750000000E+007, +9.78056251165E+000, +0.00000000000E+000
+9.80000000000E+007, +9.78124322275E+000, +0.00000000000E+000
+9.81250000000E+007, +9.76458291321E+000, +0.00000000000E+000
+9.82500000000E+007, +9.75527156116E+000, +0.00000000000E+000
+9.83750000000E+007, +9.74326599341E+000, +0.00000000000E+000
+9.85000000000E+007, +9.71346141313E+000, +0.00000000000E+000
+9.86250000000E+007, +9.70561011272E+000, +0.00000000000E+000
+9.87500000000E+007, +9.69541653934E+000, +0.00000000000E+000
+9.88750000000E+007, +9.67802623272E+000, +0.00000000000E+000
+9.90000000000E+007, +9.67257724077E+000, +0.00000000000E+000
+9.91250000000E+007, +9.64627299293E+000, +0.00000000000E+000
+9.92500000000E+007, +9.63888893748E+000, +0.00000000000E+000
+9.93750000000E+007, +9.63497062069E+000, +0.00000000000E+000
+9.95000000000E+007, +9.60996248367E+000, +0.00000000000E+000
+9.96250000000E+007, +9.60155536153E+000, +0.00000000000E+000
+9.97500000000E+007, +9.57700749150E+000, +0.00000000000E+000
+9.98750000000E+007, +9.57130850577E+000, +0.00000000000E+000
+1.00000000000E+008, +9.54971357003E+000, +0.00000000000E+000
+1.00125000000E+008, +9.53604799457E+000, +0.00000000000E+000
+1.00250000000E+008, +9.51249800048E+000, +0.00000000000E+000
+1.00375000000E+008, +9.50936278303E+000, +0.00000000000E+000
+1.00500000000E+008, +9.49328447734E+000, +0.00000000000E+000
+1.00625000000E+008, +9.46926381604E+000, +0.00000000000E+000
+1.00750000000E+008, +9.46933221212E+000, +0.00000000000E+000
+1.00875000000E+008, +9.42383551850E+000, +0.00000000000E+000
+1.01000000000E+008, +9.42468423830E+000, +0.00000000000E+000
+1.01125000000E+008, +9.40510503981E+000, +0.00000000000E+000
+1.01250000000E+008, +9.39389063530E+000, +0.00000000000E+000
+1.01375000000E+008, +9.36609079373E+000, +0.00000000000E+000
+1.01500000000E+008, +9.35870976034E+000, +0.00000000000E+000
+1.01625000000E+008, +9.33719722809E+000, +0.00000000000E+000
+1.01750000000E+008, +9.33239516091E+000, +0.00000000000E+000
+1.01875000000E+008, +9.30223676801E+000, +0.00000000000E+000
+1.02000000000E+008, +9.27478520672E+000, +0.00000000000E+000
+1.02125000000E+008, +9.26634087726E+000, +0.00000000000E+000
+1.02250000000E+008, +9.24652083634E+000, +0.00000000000E+000
+1.02375000000E+008, +9.22574252367E+000, +0.00000000000E+000
+1.02500000000E+008, +9.21068491607E+000, +0.00000000000E+000
+1.02625000000E+008, +9.18971291243E+000, +0.00000000000E+000
+1.02750000000E+008, +9.16733426904E+000, +0.00000000000E+000
+1.02875000000E+008, +9.14134417207E+000, +0.00000000000E+000
+1.03000000000E+008, +9.13164674803E+000, +0.00000000000E+000
+1.03125000000E+008, +9.11150686928E+000, +0.00000000000E+000
+1.03250000000E+008, +9.08117736494E+000, +0.00000000000E+000
+1.03375000000E+008, +9.07206662016E+000, +0.00000000000E+000
+1.03500000000E+008, +9.04653451045E+000, +0.00000000000E+000
+1.03625000000E+008, +9.03378398616E+000, +0.00000000000E+000
+1.03750000000E+008, +8.99733033054E+000, +0.00000000000E+000
+1.03875000000E+008, +8.98998735730E+000, +0.00000000000E+000
+1.04000000000E+008, +8.96896905939E+000, +0.00000000000E+000
+1.04125000000E+008, +8.95085339611E+000, +0.00000000000E+000
+1.04250000000E+008, +8.93216508447E+000, +0.00000000000E+000
+1.04375000000E+008, +8.90155469893E+000, +0.00000000000E+000
+1.04500000000E+008, +8.88825540133E+000, +0.00000000000E+000
+1.04625000000E+008, +8.86136898152E+000, +0.00000000000E+000
+1.04750000000E+008, +8.84662512967E+000, +0.00000000000E+000
+1.04875000000E+008, +8.81959036359E+000, +0.00000000000E+000
+1.05000000000E+008, +8.80531119722E+000, +0.00000000000E+000
+1.05125000000E+008, +8.78791758928E+000, +0.00000000000E+000
+1.05250000000E+008, +8.77141513230E+000, +0.00000000000E+000
+1.05375000000E+008, +8.72306973480E+000, +0.00000000000E+000
+1.05500000000E+008, +8.70510629069E+000, +0.00000000000E+000
+1.05625000000E+008, +8.67992703156E+000, +0.00000000000E+000
+1.05750000000E+008, +8.66939719265E+000, +0.00000000000E+000
+1.05875000000E+008, +8.64513034552E+000, +0.00000000000E+000
+1.06000000000E+008, +8.62512680593E+000, +0.00000000000E+000
+1.06125000000E+008, +8.60532893938E+000, +0.00000000000E+000
+1.06250000000E+008, +8.55982613891E+000, +0.00000000000E+000
+1.06375000000E+008, +8.55642340792E+000, +0.00000000000E+000
+1.06500000000E+008, +8.53452979581E+000, +0.00000000000E+000
+1.06625000000E+008, +8.50565684838E+000, +0.00000000000E+000
+1.06750000000E+008, +8.48383792661E+000, +0.00000000000E+000
+1.06875000000E+008, +8.46662971271E+000, +0.00000000000E+000
+1.07000000000E+008, +8.44290373526E+000, +0.00000000000E+000
+1.07125000000E+008, +8.41482227535E+000, +0.00000000000E+000
+1.07250000000E+008, +8.37837980401E+000, +0.00000000000E+000
+1.07375000000E+008, +8.34996878620E+000, +0.00000000000E+000
+1.07500000000E+008, +8.33539017326E+000, +0.00000000000E+000
+1.07625000000E+008, +8.29933281794E+000, +0.00000000000E+000
+1.07750000000E+008, +8.28532344328E+000, +0.00000000000E+000
+1.07875000000E+008, +8.26211559929E+000, +0.00000000000E+000
+1.08000000000E+008, +8.23219800484E+000, +0.00000000000E+000
+1.08125000000E+008, +8.22266482117E+000, +0.00000000000E+000
+1.08250000000E+008, +8.18090430295E+000, +0.00000000000E+000
+1.08375000000E+008, +8.16044603630E+000, +0.00000000000E+000
+1.08500000000E+008, +8.13165304849E+000, +0.00000000000E+000
+1.08625000000E+008, +8.11430479038E+000, +0.00000000000E+000
+1.08750000000E+008, +8.08669708156E+000, +0.00000000000E+000
+1.08875000000E+008, +8.04960294230E+000, +0.00000000000E+000
+1.09000000000E+008, +8.01905457251E+000, +0.00000000000E+000
+1.09125000000E+008, +7.99219857922E+000, +0.00000000000E+000
+1.09250000000E+008, +7.98297021051E+000, +0.00000000000E+000
+1.09375000000E+008, +7.95148888439E+000, +0.00000000000E+000
+1.09500000000E+008, +7.92054448609E+000, +0.00000000000E+000
+1.09625000000E+008, +7.88840377835E+000, +0.00000000000E+000
+1.09750000000E+008, +7.86190781732E+000, +0.00000000000E+000
+1.09875000000E+008, +7.84422648836E+000, +0.00000000000E+000
+1.10000000000E+008, +7.81206297763E+000, +0.00000000000E+000
+1.10125000000E+008, +7.78426708769E+000, +0.00000000000E+000
+1.10250000000E+008, +7.75414442353E+000, +0.00000000000E+000
+1.10375000000E+008, +7.73920177212E+000, +0.00000000000E+000
+1.10500000000E+008, +7.70388836812E+000, +0.00000000000E+000
+1.10625000000E+008, +7.65714929058E+000, +0.00000000000E+000
+1.10750000000E+008, +7.64904327804E+000, +0.00000000000E+000
+1.10875000000E+008, +7.61875623476E+000, +0.00000000000E+000
+1.11000000000E+008, +7.58913120805E+000, +0.00000000000E+000
+1.11125000000E+008, +7.54954605646E+000, +0.00000000000E+000
+1.11250000000E+008, +7.53567103346E+000, +0.00000000000E+000
+1.11375000000E+008, +7.49511940148E+000, +0.00000000000E+000
+1.11500000000E+008, +7.48128929770E+000, +0.00000000000E+000
+1.11625000000E+008, +7.45825211814E+000, +0.00000000000E+000
+1.11750000000E+008, +7.41038395134E+000, +0.00000000000E+000
+1.11875000000E+008, +7.38639783635E+000, +0.00000000000E+000
+1.12000000000E+008, +7.36820485320E+000, +0.00000000000E+000
+1.12125000000E+008, +7.33396627916E+000, +0.00000000000E+000
+1.12250000000E+008, +7.31290059385E+000, +0.00000000000E+000
+1.12375000000E+008, +7.27080117724E+000, +0.00000000000E+000
+1.12500000000E+008, +7.24288026243E+000, +0.00000000000E+000
+1.12625000000E+008, +7.22124806850E+000, +0.00000000000E+000
+1.12750000000E+008, +7.18071387273E+000, +0.00000000000E+000
+1.12875000000E+008, +7.14587202554E+000, +0.00000000000E+000
+1.13000000000E+008, +7.13804241751E+000, +0.00000000000E+000
+1.13125000000E+008, +7.10080656820E+000, +0.00000000000E+000
+1.13250000000E+008, +7.07586760150E+000, +0.00000000000E+000
+1.13375000000E+008, +7.04580558765E+000, +0.00000000000E+000
+1.13500000000E+008, +7.01468703408E+000, +0.00000000000E+000
+1.13625000000E+008, +6.97851116128E+000, +0.00000000000E+000
+1.13750000000E+008, +6.96107467868E+000, +0.00000000000E+000
+1.13875000000E+008, +6.92545878525E+000, +0.00000000000E+000
+1.14000000000E+008, +6.89331637021E+000, +0.00000000000E+000
+1.14125000000E+008, +6.86604112315E+000, +0.00000000000E+000
+1.14250000000E+008, +6.82899029191E+000, +0.00000000000E+000
+1.14375000000E+008, +6.81073905698E+000, +0.00000000000E+000
+1.14500000000E+008, +6.77217647708E+000, +0.00000000000E+000
+1.14625000000E+008, +6.74609658924E+000, +0.00000000000E+000
+1.14750000000E+008, +6.71967036798E+000, +0.00000000000E+000
+1.14875000000E+008, +6.68610455951E+000, +0.00000000000E+000
+1.15000000000E+008, +6.65464382728E+000, +0.00000000000E+000
+1.15125000000E+008, +6.62822482165E+000, +0.00000000000E+000
+1.15250000000E+008, +6.58997654754E+000, +0.00000000000E+000
+1.15375000000E+008, +6.57355931150E+000, +0.00000000000E+000
+1.15500000000E+008, +6.53238609296E+000, +0.00000000000E+000
+1.15625000000E+008, +6.49780993208E+000, +0.00000000000E+000
+1.15750000000E+008, +6.47075006342E+000, +0.00000000000E+000
+1.15875000000E+008, +6.43976648957E+000, +0.00000000000E+000
+1.16000000000E+008, +6.41651366421E+000, +0.00000000000E+000
+1.16125000000E+008, +6.39762935196E+000, +0.00000000000E+000
+1.16250000000E+008, +6.35462047222E+000, +0.00000000000E+000
+1.16375000000E+008, +6.32530830215E+000, +0.00000000000E+000
+1.16500000000E+008, +6.30246471703E+000, +0.00000000000E+000
+1.16625000000E+008, +6.27153037368E+000, +0.00000000000E+000
+1.16750000000E+008, +6.24830586788E+000, +0.00000000000E+000
+1.16875000000E+008, +6.21543641586E+000, +0.00000000000E+000
+1.17000000000E+008, +6.17095611492E+000, +0.00000000000E+000
+1.17125000000E+008, +6.14786591553E+000, +0.00000000000E+000
+1.17250000000E+008, +6.11792271035E+000, +0.00000000000E+000
+1.17375000000E+008, +6.09148154014E+000, +0.00000000000E+000
+1.17500000000E+008, +6.05360669613E+000, +0.00000000000E+000
+1.17625000000E+008, +6.03851793149E+000, +0.00000000000E+000
+1.17750000000E+008, +5.99741391164E+000, +0.00000000000E+000
+1.17875000000E+008, +5.97633253869E+000, +0.00000000000E+000
+1.18000000000E+008, +5.95063326905E+000, +0.00000000000E+000
+1.18125000000E+008, +5.92589976064E+000, +0.00000000000E+000
+1.18250000000E+008, +5.89731955159E+000, +0.00000000000E+000
+1.18375000000E+008, +5.87194776413E+000, +0.00000000000E+000
+1.18500000000E+008, +5.84767437639E+000, +0.00000000000E+000
+1.18625000000E+008, +5.81683068770E+000, +0.00000000000E+000
+1.18750000000E+008, +5.78486764215E+000, +0.00000000000E+000
+1.18875000000E+008, +5.75124791117E+000, +0.00000000000E+000
+1.19000000000E+008, +5.72759495077E+000, +0.00000000000E+000
+1.19125000000E+008, +5.71417327302E+000, +0.00000000000E+000
+1.19250000000E+008, +5.66706434568E+000, +0.00000000000E+000
+1.19375000000E+008, +5.63657515935E+000, +0.00000000000E+000
+1.19500000000E+008, +5.62459113915E+000, +0.00000000000E+000
+1.19625000000E+008, +5.58253430244E+000, +0.00000000000E+000
+1.19750000000E+008, +5.57248654382E+000, +0.00000000000E+000
+1.19875000000E+008, +5.53087151457E+000, +0.00000000000E+000
+1.20000000000E+008, +5.50099637766E+000, +0.00000000000E+000
